name	city	state	stars	review_count	main_category
Design Within Reach	Princeton	NJ	4.5	2	Shopping
Chipotle	Pasadena	CA	4.5	3	Mexican
Westside Market NYC	New York	NY	3.5	99	Food
Hair On Lake	Pasadena	CA	4.5	14	Hair Salons
Cinco De Mayo	Chapel Hill	NC	4.0	35	Mexican
Old Fashion Robotic Store	Providence	RI	4.5	3	Hobby Shops
Tacos Don Memo	Philadelphia	PA	4.5	98	Mexican
Rothman Ruth MD	Palo Alto	CA	3.0	10	Dermatologists
Family Tails Pet Sitters LLC	University Park	MD	5.0	2	Pet Services
San Pasqual Apartments	Pasadena	CA	4.0	2	Home Services
South Main Chiropractic	Blacksburg	VA	4.5	2	Health and Medical
Fall Creek Laundromat	Ithaca	NY	4.0	3	Local Services
Hungry's Café & Bistro	Houston	TX	3.5	139	Breakfast & Brunch
Cafe Espresso Experience	Berkeley	CA	4.0	136	Food
Leeds Mattress Stores	Pasadena	CA	4.5	7	Mattresses
Noir Food & Wine	Pasadena	CA	4.0	239	Tapas Bars
Shark	Providence	RI	2.5	54	Asian Fusion
Twenty Ten Boutique	West Lafayette	IN	5.0	2	Women's Clothing
Public Image Photography	Atlanta	GA	5.0	2	Photographers
Move-it 4 Less	New York	NY	1.0	2	Movers
Tomoya Japanese Restaurant	Kitchener	ON	4.0	3	Japanese
Gold Bond Cleaners	Ann Arbor	MI	3.0	5	Local Services
Coffee King	Providence	RI	4.0	6	Food
Porter's Pub	La Jolla	CA	3.5	93	Bars
David A Sabourin, DDS	La Jolla	CA	5.0	2	Health and Medical
Columbia Street Roastery by Herriott's	Champaign	IL	5.0	11	Food
Aloft Chapel Hill	Chapel Hill	NC	4.5	22	Hotels & Travel
Applebee's Neighborhood Grill & Bar	Lafayette	IN	1.5	2	Restaurants
Pretty Girl Cupcakery	Hyattsville	MD	4.5	6	Food
PT's Olde Fashioned Grille	Chapel Hill	NC	4.0	17	Burgers
Trettin Drop In Preschool	Seattle	WA	5.0	7	Local Services
Carmen's Cafe	Troy	NY	4.0	17	Food
Heartstrings Pet Lodging	Blacksburg	VA	5.0	3	Pet Groomers
Levain Bakery	New York	NY	4.5	66	Food
Whelan's Smoke Shop	Berkeley	CA	4.0	28	Tobacco Shops
Shear Perfection	Berkeley	CA	3.5	4	Hair Salons
Chang Foods C F Luncheon Wagon	Cambridge	MA	3.0	2	Food
American Red Cross	Palo Alto	CA	5.0	2	NA
Union Club Hotel	West Lafayette	IN	3.5	6	Hotels & Travel
The Lager House	Latham	NY	4.0	11	Pizza
Starbucks	Cambridge	MA	4.0	12	Food
Swit Bakery and Cafe	Atlanta	GA	4.0	20	Food
Catena's Hair Studio	Austin	TX	5.0	5	Hair Salons
LA iPhone Repair	Los Angeles	CA	5.0	2	Local Services
Stanley's Hamburgers	Providence	RI	3.0	22	Diners
Deliteful Foods	Trenton	NJ	4.5	2	Food
Sherwood Florist	Claremont	CA	3.5	8	Flowers & Gifts
Bertucci's Italian Restaurant - Kendall Square	Cambridge	MA	3.0	64	Italian
Rouge	Princeton	NJ	3.5	6	Women's Clothing
Amsterdam Cleaners & Tailors	New York	NY	2.5	5	Local Services
Supercuts	Chapel Hill	NC	2.5	2	Barbers
Parc Claremont	Upland	CA	1.0	2	Home Services
Cox's Golf Driving Range Putt-A-Round & Battng Cgs	Blacksburg	VA	3.0	3	Active Life
Pay Less Super Markets	West Lafayette	IN	3.5	2	Bakeries
Hot Truck	Ithaca	NY	4.5	29	Food
Cold Stone Creamery	Los Angeles	CA	3.0	25	Food
Mo-Chica	Los Angeles	CA	4.0	379	Peruvian
Subway	Cambridge	MA	1.0	14	Fast Food
Despina's	Boston	MA	3.5	23	Modern European
The Ave's Deli-Licious Vietnamese Sandwiches and Subs	Seattle	WA	4.0	6	Restaurants
Bambu Batu	San Luis Obispo	CA	4.0	5	Fashion
Bruegger's Bagels	Pittsburgh	PA	4.0	6	Food
Panchos	Los Angeles	CA	4.5	2	Mexican
Ulta	Princeton	NJ	4.0	8	Shopping
Dental Plus Dental Group	Pasadena	CA	1.0	11	Dentists
European Automotive	Atlanta	GA	4.5	3	Auto Repair
Stern Dining Hall	Stanford	CA	3.0	4	Food
A. Dragon	Troy	NY	4.0	7	Chinese
Sports Authority	Latham	NY	3.0	2	Sporting Goods
Koons Ford	College Park	MD	1.0	2	Auto Repair
The Democracy Center	Cambridge	MA	5.0	5	Local Services
Academy Floral Co.	New York	NY	2.0	16	Flowers & Gifts
Cosmetic Laser & Skin Rejuvenation Clinic	La Jolla	CA	3.5	10	Skin Care
The Stanford Climbing Wall	Stanford	CA	4.0	3	Active Life
Pari Cafe Creperie	Philadelphia	PA	4.0	36	Food
Friends of the Berkeley Public Library	Berkeley	CA	4.5	18	Libraries
Walmart	West Lafayette	IN	4.5	2	Department Stores
Sony Store	Palo Alto	CA	3.0	38	Electronics
Little Woodrow's	Houston	TX	3.5	46	Pubs
Bliss Cafe	San Luis Obispo	CA	4.0	36	Food
Terry G. Fiori, DDS	Palo Alto	CA	3.0	5	Dentists
Staybridge Suites	South Brunswick	NJ	4.0	3	Hotels & Travel
BarSALONa	Ann Arbor	MI	4.0	2	Hair Salons
Oak Tree Medical Center	Pasadena	CA	4.5	4	Medical Centers
Branching Out	Chapel Hill	NC	4.5	4	Shopping
The Tiger's Tale	Skillman	NJ	3.5	47	Bars
Nail Candy Salon	Ithaca	NY	1.5	3	Nail Salons
Modern Eyes	Austin	TX	4.5	15	Optometrists
Tory Burch	Palo Alto	CA	4.0	16	Women's Clothing
Krasner Jewelers	La Jolla	CA	5.0	6	Shopping
Penang Restaurant	Cambridge	MA	3.5	21	Specialty Food
Everest	Upland	CA	3.5	32	Burgers
CRAVE Cupcakes	Houston	TX	3.5	99	Food
Cox Providence Rhode Races	Providence	RI	3.5	2	Active Life
Bert & Rocky's Cream Company	Claremont	CA	4.0	91	Specialty Food
Johnny Rockets	Providence	RI	3.0	29	American (New)
Taco Joint	Austin	TX	4.0	29	Mexican
Emerita's Pupuseria & Carry-Out	Hyattsville	MD	3.5	3	Latin American
Toadflax Inc	Pittsburgh	PA	4.0	2	Flowers & Gifts
Sully's Restaurant	Hadley	MA	5.0	2	Breakfast & Brunch
The Parthenon	Ann Arbor	MI	2.5	25	Greek
Le Bistro Elephant	Berkeley	CA	3.5	7	American (New)
The Tanning Club	Los Angeles	CA	4.5	56	Tanning
Nanston Dental Group	Atlanta	GA	2.5	15	Health and Medical
Tse Mario T DDS	Pasadena	CA	4.5	13	Health and Medical
MJ feet - The Birkenstock Store	Seattle	WA	4.0	8	Fashion
Birck Boilermaker Golf Complex	West Lafayette	IN	4.0	3	Active Life
Silk Road BBQ	Cambridge	MA	3.5	3	Barbeque
Rainbow Garden	Champaign	IL	3.5	27	Chinese
La Jolla Optiks	La Jolla	CA	3.0	2	Optometrists
Roadside Grill	Los Angeles	CA	3.0	3	Burgers
Social Security Administration	Los Angeles	CA	4.5	3	Professional Services
Spa Scotta	Seattle	WA	3.5	48	Skin Care
Citron	Providence	RI	3.0	13	American (Traditional)
Ryan G Dominguez, MD	La Jolla	CA	4.5	16	Doctors
Tom's Restaurant	New York	NY	2.5	257	Diners
Famous Hair	Chapel Hill	NC	2.0	4	Hair Salons
Satin Doll	Providence	RI	1.5	3	Adult Entertainment
Midtown Family Chiropractic & Wellness Center	Atlanta	GA	5.0	4	Health and Medical
The Sugar Shack BBQ	Austin	TX	4.5	37	Food
LimeLight Thai Bistro & Lounge	Seattle	WA	4.5	7	Bars
Ben Bollinger's Candlelight Pavilion Dinner Theatre	Claremont	CA	4.5	23	Arts & Entertainment
Clay Corner Inn	Blacksburg	VA	4.0	5	Hotels & Travel
Regis Hairstylists	Champaign	IL	5.0	2	NA
Central Square Farmers Market	Cambridge	MA	4.5	20	Food
Om Sweet Om Pilates Center	Claremont	CA	5.0	7	Active Life
Miss Saigon 88 Cafe	Pittsburgh	PA	3.5	3	Asian Fusion
Jews For Jesus	Los Angeles	CA	5.0	2	Local Services
Grayhaven Motel	Ithaca	NY	1.5	3	Hotels & Travel
Royal Palace Westwood	Los Angeles	CA	3.5	22	Hotels & Travel
Pilgrim Cleaners	Houston	TX	1.0	4	Local Services
Festekjian Jaco, MD	Los Angeles	CA	5.0	2	Doctors
Cambridge Cleans	Cambridge	MA	4.5	6	Home Cleaning
Trader Joe's	Pasadena	CA	4.5	83	Food
Virginia Theatre	Champaign	IL	4.5	6	NA
Planetbravo	Los Angeles	CA	4.0	4	Specialty Schools
Naked Chocolate	Philadelphia	PA	5.0	3	Specialty Food
The Farmacy Global Organic Medicine	Westwood	CA	4.0	15	Traditional Chinese Medicine
Lee's Hair Salon	Hyattsville	MD	4.5	2	NA
Found In Ithaca	Ithaca	NY	4.5	5	Shopping
Sierra Spring Family Wellness	Pasadena	CA	5.0	2	Doctors
Jim's Burgers	Los Angeles	CA	3.0	2	Restaurants
I Hotel & Conference Center	Champaign	IL	4.5	22	Hotels & Travel
Bridgewater's Pub	Philadelphia	PA	4.0	44	Bars
Mia Restaurant	Ithaca	NY	3.5	16	Indian
Quality	Champaign	IL	4.5	14	Bars
Vegenation	Manhattan	NY	3.0	2	Food
Aunty's Kitchen	Waterloo	ON	4.5	3	Pakistani
Petland Discounts	New York	NY	2.5	2	NA
Domino's Pizza	Houston	TX	3.0	7	Pizza
Salon Aguayo	Pasadena	CA	3.0	12	Hair Salons
Villa Pizza	West Lafayette	IN	3.5	2	Fast Food
Garcia's Mexican Restaurant	Ithaca	NY	3.0	21	Mexican
UCLA Store	Westwood	CA	4.0	38	Fashion
Shabu Square	Cambridge	MA	2.0	27	Korean
Tokyo Kid	Cambridge	MA	3.5	23	Music & DVDs
Carillon Chocolates	Ann Arbor	MI	4.5	6	Specialty Food
Point Plus Realty	Cambridge	MA	5.0	4	Real Estate Agents
Mail Box Planet	Pasadena	CA	4.5	3	Local Services
Shalimar Restaurant	Troy	NY	3.5	35	Pakistani
Gary Kent Team	La Jolla	CA	5.0	4	Real Estate Agents
Fama Beauty Center	Los Angeles	CA	4.5	12	Hair Salons
Kevin A Hatanaka	Los Angeles	CA	5.0	3	Real Estate Agents
Pamela M Dassenko, DDS	San Luis Obispo	CA	1.0	2	Oral Surgeons
The Middle East Restaurant And Nightclub	Cambridge	MA	3.5	372	Bars
David L Kitchen DDS	La Jolla	CA	3.0	2	Oral Surgeons
The Dog and Duck Pub	Austin	TX	4.0	195	Pubs
Urbana Free Library	Urbana	IL	5.0	13	Libraries
St Alban's Episcopal Church	Los Angeles	CA	4.5	2	Churches
Thierry André Tellier Café	Houston	TX	3.5	14	Food
Cal Mart Beer & Wine Food Store	Los Angeles	CA	3.0	5	Food
M-Den	Ann Arbor	MI	4.5	2	Sporting Goods
Firehouse Subs	Atlanta	GA	3.5	30	Sandwiches
Campus Exxon Servicenter	Blacksburg	VA	1.5	2	Automotive
Dennis Allendorf, MD	New York	NY	3.0	2	Doctors
Dairy Queen	Providence	RI	3.0	5	Food
West U Cycles	Houston	TX	3.5	4	Sporting Goods
Amigo Express Moving Company	Hyattsville	MD	5.0	6	Movers
The Galaxie Jewelers	Houston	TX	5.0	3	Shopping
Havana Club	Cambridge	MA	4.0	49	Nightlife
Liberty Tattoo	Seattle	WA	4.5	32	Tattoo
Bikram Yoga Princeton	Plainsboro Center	NJ	4.0	3	Active Life
Romeo's Ristorante Italiano	Plainsboro	NJ	3.5	5	Italian
San Luis Obispo County Historical Society Museum	San Luis Obispo	CA	4.5	2	Museums
Orin's Place	Seattle	WA	2.0	7	Delis
Brother's Bar & Grill	West Lafayette	IN	3.5	10	Bars
Nogginz Hairshop	Ann Arbor	MI	3.5	8	Hair Salons
Schuylkill River Park	Philadelphia	PA	4.5	13	Active Life
Cherry Grove Farm	Princeton	NJ	4.0	10	Food
Harris Teeter Supermarkets	Carrboro	NC	4.0	3	Food
Bert's Cafe	Ann Arbor	MI	3.0	2	Food
The Highdive	Champaign	IL	4.5	6	Arts & Entertainment
Penny Lane Video	Pasadena	CA	3.0	8	Videos and Video Game Rental
Betsey Johnson	Palo Alto	CA	4.0	28	Women's Clothing
Plainsboro Wine & Liquor	Plainsboro	NJ	2.0	2	Food
Uy Shirley, MD	Los Angeles	CA	4.0	5	Doctors
Subway	Champaign	IL	1.0	2	NA
Fairbanks Coffee	La Jolla	CA	3.5	4	Food
Collegiate Cleaners	Houston	TX	3.0	2	Local Services
Del Taco	Los Angeles	CA	3.5	23	Fast Food
Sheraton Philadelphia University City Hotel	Philadelphia	PA	3.0	31	Hotels & Travel
Lucky Kitchen Chinese Carry-Out & Delivery	Ann Arbor	MI	2.5	12	Chinese
The Lofts at Harmony Mills	Cohoes	NY	2.5	2	Home Services
Granite Creek Community Church	Claremont	CA	3.0	4	Churches
Cafe Pyrus	Kitchener	ON	4.0	4	Cafes
Groundwork Bookstore	La Jolla	CA	4.0	6	Colleges & Universities
BECU	Seattle	WA	4.5	11	Banks & Credit Unions
Pie 'n Burger	Pasadena	CA	3.5	596	Desserts
Right Start	Houston	TX	3.0	2	Toy Stores
chuck e cheese	Latham	NY	3.5	2	Pizza
Jake's Roadhouse	West Lafayette	IN	3.5	17	Dive Bars
Carl's Jr Restaurant 137	Montclair	CA	3.0	5	Restaurants
Chopsticks	Seattle	WA	4.5	5	Taiwanese
Truc Dress Maker Llc	Hyattsville	MD	5.0	2	NA
Cherry Blossoms @ University of Washington	Seattle	WA	5.0	4	Local Flavor
Acme Dry Cleaners	Claremont	CA	4.0	8	Local Services
Moe's Southwest Grill	College Park	MD	2.0	5	Tex-Mex
Italian Cultural Institute of LA	Los Angeles	CA	5.0	5	Arts & Entertainment
Brick & Mortar	Cambridge	MA	4.0	62	Bars
Cvs	Providence	RI	2.0	5	Shopping
Montoya Noe Academy Tailor Shop	Pasadena	CA	3.5	27	Local Services
Franklin Cleaners	Philadelphia	PA	3.0	5	Local Services
Music Loft	Carrboro	NC	4.0	7	Electronics
Arrillaga Center for Sports & Recreation	Stanford	CA	3.5	8	Active Life
Anneke's Downtown Hair & Co	Ann Arbor	MI	2.5	2	Hair Salons
Burger and Kabob Hut	Seattle	WA	3.5	66	Kosher
Barry Olivier Guitar Lessons	Berkeley	CA	4.0	5	Musical Instruments & Teachers
Rice's Glass	Carrboro	NC	3.5	3	Auto Repair
Charlie's Beer Garden	Cambridge	MA	3.5	113	Pubs
Tegan Flooring	Berkeley	CA	3.5	4	Home Services
Fiesta Cafe	Champaign	IL	3.5	22	Mexican
Mojo Gourmet Coffee	Philadelphia	PA	4.0	2	Food
Lids	Westwood	CA	5.0	2	Hats
Farmstead Downcity	Providence	RI	4.5	18	Food
Captain Video	Amherst	MA	5.0	6	Videos and Video Game Rental
Teddy Shoes	Cambridge	MA	3.0	20	Fashion
Night Cafe	New York	NY	4.5	3	Dive Bars
Concord Garden Restaurant	New York	NY	2.5	13	Chinese
Club California Apartments	Los Angeles	CA	4.5	8	Home Services
Cafe Durant	Berkeley	CA	3.5	233	Breakfast & Brunch
Beckman Cafe	Urbana	IL	2.5	3	Sandwiches
Polkadots Cupcake Factory	Austin	TX	4.0	164	Food
Turquoise Boutique	Seattle	WA	3.0	8	Women's Clothing
Claremont Smile Design	Claremont	CA	5.0	4	Dentists
Mugi Pottery	New York	NY	3.5	6	Arts & Crafts
Lekha Tull, DDS	Princeton	NJ	4.0	4	Oral Surgeons
China 1	Cohoes	NY	3.0	2	Chinese
Panera Bread	Princeton	NJ	3.5	29	American (Traditional)
Pizzarama	Amherst	MA	3.5	2	NA
Wright Institute	Berkeley	CA	3.5	6	Colleges & Universities
La Flor de Puebla	Hyattsville	MD	4.5	2	Food
Colvin Cleaners	Houston	TX	3.5	8	Local Services
Office Depot	Pasadena	CA	2.0	15	Local Services
Prize Diner	Ithaca	NY	3.0	2	Diners
Restoration Hardware	Seattle	WA	3.5	10	Kitchen & Bath
Rumors IV Men	Latham	NY	3.5	3	Barbers
Olive Garden Italian Restaurant	Los Angeles	CA	2.5	19	Italian
Panther Hollow Inn	Pittsburgh	PA	3.5	25	American (Traditional)
Bon Baguette	Houston	TX	3.5	32	Food
The Red House	Cambridge	MA	3.5	164	American (New)
Sabrina's Cafe	Philadelphia	PA	4.0	74	Breakfast & Brunch
Dreamers	Austin	TX	3.5	8	Shopping
Art Coop	Urbana	IL	3.5	8	Art Supplies
Starbucks	Latham	NY	4.0	7	Food
Witherspoon Bread Company	Princeton	NJ	4.0	35	Food
San Diego Skin	San Diego	CA	3.0	5	Dermatologists
Dinersty Restaurant	Ann Arbor	MI	3.5	3	Restaurants
Tcf Bank	Ann Arbor	MI	1.0	6	Banks & Credit Unions
Make My Cake	New York	NY	3.5	104	Food
Silky's Sports Bar & Grill	Pittsburgh	PA	4.0	16	Bars
Pizza Prima	Pittsburgh	PA	4.0	12	Pizza
Gnomon Copy	Cambridge	MA	3.5	15	Local Services
23rd Street Armory	Philadelphia	PA	4.0	2	Event Planning & Services
Fashion Tailors	Carrboro	NC	4.5	3	Local Services
Wilbur Dining	Stanford	CA	2.5	6	Food
Katie's Pretzels	Carrboro	NC	5.0	4	Specialty Food
Beautique Day Spa & Salon	Houston	TX	3.5	41	Hair Salons
Hemline	Houston	TX	4.5	5	Women's Clothing
On A Lark Cupcake Shoppe	San Luis Obispo	CA	3.5	4	Food
Da's Thai American Café and Catering	Princeton	NJ	3.5	15	Burgers
Lannin John MD	Palo Alto	CA	2.5	2	Doctors
MIT Kresge Auditorium	Cambridge	MA	3.0	3	Event Planning & Services
D'agostino Supermarket	Manhattan	NY	2.0	2	Food
Oliver's Naturals	Troy	NY	4.0	4	Sandwiches
Neptune Music Company	Seattle	WA	4.5	10	Music & DVDs
Fresh To Order	Atlanta	GA	4.0	143	Sandwiches
MOM's Organic Market	College Park	MD	4.0	29	Food
Mike Raisor Automotive Group	Lafayette	IN	3.0	3	Hotels & Travel
K W Nail	New York	NY	1.0	2	Nail Salons
Timpone's Restaurant	Urbana	IL	3.5	41	Italian
Mie-Lien's Alterations	Carrboro	NC	3.0	3	Local Services
Twice Sold Tales	Seattle	WA	3.0	33	Books, Mags, Music and Video
Miller's Cafe	Houston	TX	3.0	9	Burgers
Fiore	San Luis Obispo	CA	2.5	3	Women's Clothing
Soap Box the	Seattle	WA	4.0	2	NA
Tiffany & Co.	Seattle	WA	4.5	5	Shopping
Pandemonium Books	Cambridge	MA	3.5	2	Books, Mags, Music and Video
Head Over Heels Haircutters	Carrboro	NC	4.0	3	Barbers
C'est Bon Convenience	Cambridge	MA	4.0	9	Food
Fetch Boutique	Seattle	WA	5.0	2	Fashion
Krav Maga San Diego	La Jolla	CA	4.5	6	Active Life
Sticky Rice Thai & Laotian Cuisine	Ithaca	NY	3.5	36	Thai
Maples Pavilion	Stanford	CA	3.5	5	Active Life
Gianna's Pizza Subs & More	Watervliet	NY	3.5	3	Pizza
Great Clips	Blacksburg	VA	1.5	3	Hair Salons
South Street Steaks	College Park	MD	4.5	11	Sandwiches
Twin City Collision Repair	Lafayette	IN	5.0	2	Automotive
Torchy's Tacos	Austin	TX	4.0	301	Tex-Mex
Pete's Drive-In	Hadley	MA	1.5	2	American (New)
Firehouse Pizza	New York	NY	3.0	9	Pizza
UCLA Guest House	Los Angeles	CA	3.5	13	Hotels & Travel
Irene's Pupusas	Hyattsville	MD	3.5	10	American (Traditional)
Tulip Nails	Houston	TX	4.0	7	Nail Salons
The Coin Broker	Palo Alto	CA	1.5	14	Shopping
Lacquered Up	Claremont	CA	4.5	50	Nail Salons
Circle Diner	Latham	NY	3.0	11	Diners
Miko	Urbana	IL	3.5	17	Korean
Applebee's Neighborhood Grill & Bar	Ithaca	NY	2.5	6	Restaurants
Calhoun's Garage	Skillman	NJ	5.0	2	Auto Repair
Perkins Family Restaurant	Urbana	IL	2.5	16	Breakfast & Brunch
Torrey Pines Town Car	San Diego	CA	5.0	66	Hotels & Travel
Spike's Junkyard Dogs	Providence	RI	2.0	2	Restaurants
Pizzeria Uno Chicago Bar & Grill	Providence	RI	3.5	23	Pizza
Linnwood Tavern	Lafayette	IN	4.0	2	Dive Bars
Domino's Pizza	Troy	NY	2.0	2	Pizza
Automatic Improv	Atlanta	GA	5.0	3	Arts & Entertainment
Peking Restaurant	Ithaca	NY	3.0	4	Chinese
Pinocchio's Pizza & Subs	Cambridge	MA	4.0	393	Pizza
Kofusion	Champaign	IL	3.5	97	Asian Fusion
J's Market	Seattle	WA	3.5	3	Food
Atlanta Food and Wine Festival	Atlanta	GA	4.5	3	Festivals
Bally Total Fitness	Houston	TX	2.5	4	Active Life
The Ravens Club	Ann Arbor	MI	3.5	85	Bars
Underground Sounds	Ann Arbor	MI	4.5	14	Music & DVDs
Pie Guys Pizza	Austin	TX	3.5	11	Pizza
Essentials Day Spa & Salon	Claremont	CA	4.0	8	Hair Salons
Our Daily Bread Cafe and Bakery	Blacksburg	VA	4.0	14	Food
McIntyre's Pub	Watervliet	NY	3.5	3	Irish
Dunkin Donuts	Cambridge	MA	3.5	6	Food
Kevin Nails	College Park	MD	3.5	14	Nail Salons
St Rosalia's Church	Pittsburgh	PA	3.5	3	Churches
Piano Piano	Claremont	CA	3.5	77	Bars
Legion Fitness and Development	Houston	TX	3.5	3	Active Life
Crown Fried Chicken	Philadelphia	PA	3.5	3	Restaurants
Tea Republik	Seattle	WA	4.5	24	Food
Cactus Grill	Champaign	IL	3.5	11	Tex-Mex
Dream Dinners Pasadena	Pasadena	CA	4.5	5	Food
Longhorn Delivery	Austin	TX	2.5	12	Food Delivery Services
Whole Earth Center	Princeton	NJ	4.5	28	Food
Sam's Smokes	Seattle	WA	4.5	16	Tobacco Shops
Pita Bite	Ann Arbor	MI	3.5	3	Middle Eastern
Calliope	Cambridge	MA	4.0	5	Children's Clothing
Illini Oil Change	Urbana	IL	3.0	6	Auto Repair
Elaine Turner	Houston	TX	2.5	2	Women's Clothing
Red Lobster Restaurants	Kitchener	ON	3.5	3	Seafood
Ithaca Beer Co	Ithaca	NY	4.0	29	Food
Motivated Military Movers	San Diego	CA	5.0	17	Movers
India Garden	Pittsburgh	PA	3.5	76	Pakistani
Midcity Cafe	Atlanta	GA	3.5	48	Bars
Tasti D-Lite	New York	NY	4.5	2	Food
History Center of San Luis Obsipo County	San Luis Obispo	CA	5.0	2	Museums
Birch Aquarium	La Jolla	CA	3.5	252	Active Life
Spa Envy	Seattle	WA	3.5	20	Nail Salons
F20	Atlanta	GA	2.5	2	Restaurants
Rice University Art Gallery	Houston	TX	4.0	7	Museums
SOHO	Houston	TX	3.5	2	Women's Clothing
Five Guys	Ann Arbor	MI	3.0	29	Burgers
Clarion University Hotel and Conference Center	Ithaca	NY	2.0	10	Hotels & Travel
Walmart	Latham	NY	3.0	3	Department Stores
Massage Envy	Skillman	NJ	3.0	2	Massage
Boston Marriott Cambridge	Cambridge	MA	4.0	47	Hotels & Travel
Thai Noodles Etc House	Austin	TX	3.0	117	Thai
Mediterraneam Caffe	Berkeley	CA	3.5	13	Mediterranean
Saca's Mediterranean Cuisine	Claremont	CA	4.0	133	Greek
Pizza Autentica	College Park	MD	4.0	12	Food
Round the Corner	Providence	RI	4.0	6	Pubs
Jet's Pizza	Champaign	IL	4.0	14	Pizza
Lee Kaufman	Seattle	WA	4.5	3	Active Life
Subway	Los Angeles	CA	3.5	14	Fast Food
Penn Station	Champaign	IL	4.0	5	NA
Gamestop	Latham	NY	5.0	2	Videos and Video Game Rental
Miller Theater	New York	NY	4.5	2	Arts & Entertainment
Abercrombie & Fitch	Palo Alto	CA	3.0	22	Women's Clothing
Mario's La Fiesta Mexican Restaurant	Berkeley	CA	3.5	198	Mexican
Richard Bialick DDS	La Jolla	CA	3.5	11	Health and Medical
CoHo Cafe	Stanford	CA	3.5	59	Delis
Crimson Sailing Academy	Cambridge	MA	5.0	2	Active Life
Aaron Brothers	Pasadena	CA	3.5	10	Arts & Crafts
P.F. Chang's China Bistro	Providence	RI	3.0	60	Gluten-Free
Fantastic Sams	San Luis Obispo	CA	3.0	5	Hair Salons
Comida Mexicana	Carrboro	NC	5.0	4	Mexican
Common Ground Food Co-Op	Urbana	IL	4.0	36	Food
Frank's Restaurant	Ann Arbor	MI	3.5	35	Breakfast & Brunch
Campus Bike Shop	Stanford	CA	4.0	32	Active Life
Rose Cottage Tea Room	Pasadena	CA	2.0	2	Food
Samlina Restaurant	Riverdale	MD	3.5	3	NA
International Coffee	La Jolla	CA	3.5	2	Food
Viburnum Designs	Princeton	NJ	3.5	5	Flowers & Gifts
Kincaid Stuart, MD	San Diego	CA	1.5	8	Doctors
Microsoft Store	Palo Alto	CA	3.0	6	Computers
La Victoria  Coco Bongo	Los Angeles	CA	3.5	7	Bars
MAC Counter- Bloomingdales	Palo Alto	CA	3.0	9	Shopping
Tomodachi Sushi	Los Angeles	CA	3.0	189	Sushi Bars
Market In the Square	Cambridge	MA	3.0	96	Food
Amelia's Trattoria	Cambridge	MA	3.5	76	Italian
Tootsie's At The Stanford Barn	Palo Alto	CA	4.0	262	Food
Providence Animal Rescue League	Providence	RI	5.0	4	Animal Shelters
Sprint	Seattle	WA	3.5	9	Shopping
The Scoop Drive-In	Wynantskill	NY	3.5	5	Fast Food
Pizza Hut	College Park	MD	2.0	3	Pizza
Empire Tattoo of Upland	Upland	CA	5.0	15	Tattoo
Iron Orr Fitness	San Diego	CA	4.5	2	Active Life
Tortilla Flats	Providence	RI	3.0	125	Cajun/Creole
Research In Motion	Waterloo	ON	1.0	6	Professional Services
Murky Waters Coffee Co	Lafayette	IN	3.5	2	Food
Caffe Mediterraneum	Berkeley	CA	3.5	134	Food
Doctor Cycles	Philadelphia	PA	3.5	6	Local Services
Schlanderer & Sons Jeweler	Ann Arbor	MI	4.5	5	Shopping
Strand the	Providence	RI	2.5	2	Nightlife
Northeast Acura	Latham	NY	1.0	2	Automotive
Molnar Service Center Rudy	Pittsburgh	PA	2.5	2	Auto Repair
Upmc Presbyterian Hospital	Pittsburgh	PA	2.5	2	Hospitals
Wild Lily Restaurant	Princeton	NJ	4.0	2	Chinese
Chumley's	Lafayette	IN	4.0	29	Nightlife
Morales Chiropractic Orthopedic Care	Pasadena	CA	3.0	2	Health and Medical
Kitchen Near You	Hyattsville	MD	4.5	8	African
Odessa Cozzolino Photography	Providence	RI	5.0	4	Photographers
Barnsider's Mile & A Quarter	Providence	RI	4.5	3	Seafood
Alpha Cleaners	Cambridge	MA	2.5	3	Local Services
Halfway Inn	Ann Arbor	MI	4.5	3	Arts & Entertainment
Georgia Institute of Technology	Atlanta	GA	4.0	16	Colleges & Universities
Five Guys	Atlanta	GA	4.5	2	American (New)
Moe Sport Shops	Ann Arbor	MI	4.5	2	Sporting Goods
China Palace	Pittsburgh	PA	3.0	37	Vegetarian
Down City Food & Cocktails	Providence	RI	3.0	7	Nightlife
Village Grill	Claremont	CA	3.0	62	American (Traditional)
Cantor Arts Center	Palo Alto	CA	4.5	133	Museums
Nice Price Books	Carrboro	NC	4.5	17	Music & DVDs
Stephanie Smooke, M.D.	Los Angeles	CA	3.5	3	Professional Services
Kyushu Hibachi & Sushi Bar	Ithaca	NY	3.0	13	Japanese
Pura Vida Fisheries	Troy	NY	5.0	2	Food
Uncle Sam's Submarines	Pittsburgh	PA	4.0	46	Sandwiches
Fleurish	Champaign	IL	3.0	5	Flowers & Gifts
Kids Dental Kare	Pasadena	CA	3.0	2	Pediatric Dentists
Scottish Rite Children's Theatre	Austin	TX	3.5	4	Arts & Entertainment
Verena Smith	Amherst	MA	5.0	2	Acupuncture
Il Valletto Cafe & Restaurant	Pittsburgh	PA	1.0	2	Restaurants
Krazi Kebob	College Park	MD	3.5	61	Middle Eastern
Hermann Park Garden Center	Houston	TX	5.0	7	Active Life
Subway	Pasadena	CA	3.0	9	Sandwiches
